User_ID,UTC_Time,Account,Operation,Coin,Change,Remark
60091047,2023-08-26 14:11:00,Spot,Transaction Fee,USDT,-0.2,
60091047,2023-08-26 14:11:00,Spot,Transaction Buy,USDT,200.0,
60091047,2023-08-26 14:11:00,Spot,Transaction Spend,BRL,-982.4,
60091047,2023-08-26 14:14:23,Spot,Transaction Buy,BTC,0.00385,
60091047,2023-08-26 14:14:23,Spot,Transaction Fee,BTC,-3.85e-06,
60091047,2023-08-26 14:14:23,Spot,Transaction Spend,USDT,-100.264472,
60091047,2023-08-26 14:17:04,Spot,Simple Earn Flexible Redemption,BTC,0.02890382,Binance Earn
60091047,2023-08-26 14:40:10,Spot,Transaction Buy,USDT,101.7,
60091047,2023-08-26 14:40:10,Spot,Transaction Spend,BRL,-499.8555,
60091047,2023-08-26 14:40:10,Spot,Transaction Fee,USDT,-0.1017,
60091047,2023-08-26 14:40:41,Spot,Withdraw,BTC,-0.03274997,Withdraw fee is included
60091047,2023-08-26 16:00:01,USD-M Futures,Funding Fee,USDT,0.00764123,
